no	class	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v18	v19	v20	v21
305	1	-0.46	-0.62	1.18	2.84	2.27	5.11	5.06	3.43	4.26	3.72	2.04	-0.79	0.39	0.68	-0.75	0.47	0.44	0.19	0.49	0.12	1.47
306	1	-0.57	-0.57	0.29	2.54	0.82	3.68	3.33	3.68	4.84	3.39	3.08	3.57	1.37	0.08	0.87	1.73	-0.9	-0.75	0.88	-0.35	0.84
307	1	-0.52	2.01	2.39	4.21	3.57	4.13	6	4.77	6.54	3.34	3.17	3.5	1.08	0.19	-0.68	0.07	-1.22	0.03	0.89	0.94	-1.11
308	1	0.6	0.2	0.09	0.3	1.46	3.99	4.12	4.03	4.54	4.47	5.1	4.49	1.62	1.23	1.17	0.76	-0.23	-0.8	-1.7	-0.27	1.42
309	1	0.56	-0.31	2.92	-0.29	1.7	2.84	3.88	3.65	4.24	3.65	5.26	3.1	1.85	1.2	0.35	1.51	0.3	0.99	0.47	-0.23	-0.59
310	1	-0.56	1.25	2.74	1.25	2.76	3.09	3.19	5.03	4.2	5.05	2.69	3.96	1.48	-0.83	-0.73	-0.05	-0.3	-1.3	-0.21	0.19	-0.93
311	1	1.14	0.62	0.99	0.91	-0.31	3.4	2.77	2.8	4.94	3.13	7.17	3.69	3.55	0.57	2.54	1.1	0.97	-1.9	2.08	0.64	0.75
312	1	-0.87	0.79	1.4	-0.08	2.37	3.18	2.8	6.67	4.41	3.41	3.34	4.61	2.16	2.12	0.18	2.48	-0.13	1.54	0.45	0.77	1.25
313	1	1.47	0.24	2.17	0.84	1.73	2.41	4.14	4.43	4.49	4.71	4.63	3.12	1.46	1.11	1.86	-1.35	0.39	-0.07	-0.27	-0.99	0.54
314	1	0.43	0.14	2.58	1.75	1.25	3.52	3.61	4.63	5.41	2.38	3.25	2.85	2.28	0.01	-0.33	-0.47	0.89	0.36	1.08	-0.76	0.94
315	1	-1.22	0.76	0.34	1.19	-0.99	1.2	3.14	4.38	4.34	4.79	4.95	5.06	3.54	2.67	2.34	1.58	0.46	0.29	0.08	-1.8	-1.7
316	1	2.23	2.14	-0.08	1.03	2.3	2.88	3.97	3.47	4.59	3.81	6.09	3.31	2.18	2.85	1.11	0.43	0.26	0.21	-2.22	1.04	-1.07
317	1	0.07	-0.01	0.58	-1.18	2.74	2.97	3.84	5.57	4.04	4.65	4.59	3.19	1.99	0.57	1.64	0.94	-1.27	-0.12	-1.06	-1.29	2.36
318	1	0.28	0.07	1.74	0.11	2.69	3.62	3.18	4.72	2.6	2.92	4.82	2.23	2.1	1.84	1.6	-0.48	-0.47	-1.25	-0.14	1.33	-0.38
319	1	0.84	-0.81	-0.85	1.75	0.8	0.32	2.59	3.71	5.51	3.89	7.69	5.23	3.42	2.12	2.68	1.82	-0.87	-1.64	-0.63	0.18	-1.82
320	1	1.05	-1.34	0.42	2.75	0.34	2.54	3.86	4.7	4.72	2.45	2.72	3.56	0.57	0.19	0	0.7	-0.59	-0.7	-0.55	1.35	-0.36
321	1	-0.32	-1.2	1.36	2.54	3.83	3.44	4.39	3.84	5.33	2.88	2.62	2.46	1.36	1.52	0.23	0.87	-0.49	-1.49	0.87	-0.64	0.96
322	1	1.45	1.2	1.02	1.66	0.53	1.1	3.61	2.23	3.27	5.19	5.95	3.19	4.31	2.18	1.9	2.49	-0.84	-0.34	0.4	-0.4	-1
323	1	1.27	0.82	0.76	1.03	0.19	4.95	3.85	6.06	4.22	4.64	3.75	1.32	1.66	1.87	2.04	-0.61	-0.18	-0.76	-0.27	-0.15	-1.56
324	1	-1.41	-1.19	0.22	0.68	3.01	3.1	2.45	3.29	2.33	3.41	5.43	3.83	2.58	0.34	1.74	-0.39	1.38	0.8	0.97	0.09	1.22
325	1	0.67	0.49	1.82	1.23	1.72	1.95	4.37	3.92	4.71	5.83	3.02	5.45	1.53	4.66	1.69	1.74	-0.99	0.44	0.63	2.45	-0.31
326	1	-0.32	2.81	-0.15	1.97	2.64	2.32	3.15	4.03	4.81	3.23	3.62	5.34	1.69	1.73	0.72	-0.01	1.83	0.04	-1.17	-1.44	0.55
327	1	-0.36	0.17	2.55	1	1.55	4.43	5.31	3.62	2.66	4.28	2.87	1.57	0.94	0.36	1.01	0.31	0.7	1.01	0.48	-0.52	-0.25
328	1	-1.56	1.57	1.07	3.05	3.79	4.41	7.25	5.77	4.23	4.87	3.43	1.01	1.76	-0.19	1.6	0.16	-0.57	0.6	-0.19	0.98	0.18
329	1	0.39	0.33	-0.34	1.96	1.9	3.32	4.35	3.37	4.04	3.57	3.13	0.74	0.72	1.67	1.76	0	-0.1	1.38	-0.96	-0.08	-1.22
330	1	1.18	0.2	0.4	-1.24	0.6	1.2	1.33	4.27	2.66	5.16	4.33	4.58	4.26	1.96	1.52	-0.84	-1.68	0.94	-0.17	0.38	-1.13
331	1	0.55	0.74	2	2.13	3.74	4.65	4.78	4.13	3.61	2.2	3.87	1.67	0.14	0.66	-1.86	0.81	-1.04	0.98	-0.06	-0.58	0.71
332	1	0.17	-1.12	2.29	-0.14	1.52	1.19	4.35	5.48	5.71	6.17	5.43	6.28	2.87	3.63	1.36	0.42	-1.55	1.64	-0.26	-1.54	0.4
333	1	-0.05	-0.81	0.76	2.55	0.9	2.21	2.27	5.65	4.81	5.72	5.71	4.41	2	2.33	1.2	0.57	-1.64	0.47	1.27	-1.57	-1.61
334	1	0.17	0.94	1.1	1.48	2.41	3.73	2.79	1.4	3.64	5.37	5.25	3.97	3.55	0.37	-0.13	0.5	0.55	-1.31	1.66	-1.22	-0.87
335	1	1.11	1.33	3	3.37	3.6	3.97	5.93	3.99	6.07	4.01	1.79	2.33	0.74	0.65	-0.24	0.61	-0.09	-0.02	-0.82	-0.17	0.01
336	1	0.02	0.68	1.61	2.03	1.73	3.55	3.26	4.97	4.77	4.93	3.6	3.4	1.58	0.19	0.21	0.62	-0.81	0.06	0.2	0.98	0.8
337	1	-0.81	-0.92	-0.47	-0.03	0.37	1.12	3.56	2.26	5.38	3.9	5.33	5.27	5.25	3	0.85	0.27	0.68	1.3	0.33	1.89	2.34
338	1	0.53	-0.51	0.46	2.64	1.88	2.81	1.55	2.43	3.74	4.34	2.74	3.06	3.27	1.37	-1.12	1.97	-0.04	-0.85	-0.14	0.25	1.31
339	1	-0.7	0.45	0.82	4.32	5.74	2.5	6.8	3.68	2.44	4.57	2.45	2.2	-0.9	-1.1	1.34	1.34	0.9	-1.05	-0.73	-1.14	-2.04
340	1	-0.3	0.42	-0.13	2.97	-0.51	2.66	3.57	3.02	4.43	4.19	3.64	3.58	2.69	1.77	-0.68	-0.04	-2.71	1.29	0.54	0.83	0.27
341	1	0.19	0.62	-1.18	1.24	0.85	0.59	2.18	2.83	4.15	6.74	5.38	5.85	2.69	2.54	2.51	0.87	0.03	-0.32	-0.54	-0.8	1.27
342	1	0.94	-1.05	0.05	0.48	0.11	2.61	3.84	3.74	6.13	2.31	5.86	4.38	2.38	1.14	0.32	2.69	0.42	1.55	1.37	-1.1	0
343	1	0.68	1.57	0.58	2.63	1.57	3.16	4.9	4.31	1.91	4.01	4.67	2.83	1.44	0.77	1.47	-0.63	-0.8	1.47	0.76	-0.34	0.33
344	1	-0.51	0.31	0.98	-0.33	5.28	5.82	4.12	5.5	3.04	3.32	1.49	1.52	0.16	0.15	-0.78	1.22	-0.45	1.02	0.56	0.69	1.05
345	1	0.3	2.06	0.37	1.63	0.79	3.18	3.27	4.48	4.61	3.06	3.26	5.22	1.58	1.87	0.63	1.18	-0.33	-1.25	0.93	-0.14	1.99
346	1	0.77	0.33	2.07	0.26	0.61	2.6	5.44	2.53	3.25	3.71	3.56	2.32	3.53	0.43	1.88	1.09	-0.45	1	1.58	0.11	0.84
347	1	-0.35	0.57	0.91	1.28	-0.01	1.11	2.28	2.3	3.08	4.82	7.28	6.21	4.76	3.18	1.66	0.08	0.66	-1.25	-0.06	-0.81	0.77
348	1	1.72	1.33	2.48	1.62	3.76	4.48	5.45	6.05	3.18	2.56	3.83	1.89	-0.14	0.9	-0.47	0.11	1.22	-0.58	-0.99	-0.73	-1.39
349	1	-0.89	-1.06	-0.56	1.66	2.97	3.8	5.21	4.7	3.12	2.99	4.1	1.89	1.36	0.89	0.09	-0.23	-1.4	0.29	0.38	-0.99	0.62
350	1	-0.99	0.19	3.51	1.51	3.5	3.92	5.31	5.37	3.96	2.13	4.89	1.57	-1.33	3.19	0.6	0.15	0.19	0.92	-0.29	1.16	-0.49
351	1	-0.3	1.2	0.1	2.85	0.96	3.46	3.87	3.46	4.2	3.5	2.76	0.82	-0.14	0.83	1.98	0.29	-0.19	0.42	0.91	0.89	-1.54
352	1	1.48	-0.36	2.3	1.46	1.95	3.71	4.81	4.34	5.64	4.05	3.32	2.35	0.73	-0.03	1.07	0.06	0.6	1.06	-2.36	1.86	2.22
353	1	0.47	0.43	2.12	3.17	0.83	2.88	3.7	4.87	1.78	3.1	3.46	2.32	2.46	1.67	-0.46	-0.07	1.38	-1.82	1.67	-0.48	0.09
354	1	0.14	-0.56	1.45	3.29	4.35	2.11	4.66	4.35	2.66	4.68	2.99	3.21	0.87	-0.59	1.22	1.38	1.51	-0.35	0.61	-0.21	1.11
355	1	-2.27	0.65	1.45	0.55	2.77	2.7	1.2	4.23	3.6	2.87	6.12	4.69	4.19	2.9	1.93	0.74	-0.92	0.44	1.48	-0.2	0.3
356	1	0.65	1.05	3.49	1.82	3.06	2.07	5.74	4.38	2.36	3.65	3.33	3.02	1.24	0.61	0.9	-0.64	-0.24	1.14	0.07	0.21	-1.43
357	1	-1.01	-0.68	1.34	-0.68	0.15	0.16	0.45	3.71	2.86	3.17	5.06	4.04	2.77	2.45	1.32	0.74	0.18	0.65	-0.75	0.73	-0.41
358	1	0.06	-0.34	-1.32	0.13	-0.14	1.59	3.64	2.05	4.21	4.65	5.11	5.43	4.68	4.68	1.18	-0.47	-0.02	0.29	0.29	0.43	-0.55
359	1	0.9	0.16	-0.06	1	1.55	1.91	5.36	2.74	3.33	4.16	5.47	4.06	1.75	3.22	1.83	1.13	-0.07	-2.39	-0.65	0.53	0.02
360	1	1.49	0.46	1.57	1.03	0.95	0.58	3.51	3.61	5.08	3.9	5.37	3.28	4.06	2.4	1.16	-1.72	-0.79	-0.54	-1.34	-0.8	0.91
361	1	0.47	0.28	0.93	0.23	-0.82	0.13	1.19	2.74	4.39	5.44	5.5	5.67	2.65	1.8	1.47	1.06	1.15	-0.59	-0.81	-3.11	0.26
362	1	-1.92	0.99	1.6	2.04	1.83	3.65	2.62	3.92	3.72	4.06	5.07	4.06	2.02	3.15	1.55	1.12	1.02	-0.8	-0.3	-1.84	1.37
363	1	0.85	0.86	2.25	2.51	3.46	4.43	6.33	4.69	4.12	2.97	1.64	0.86	-1.08	0.1	-1.75	0.1	-0.4	1.72	-0.73	0.41	0.12
364	1	-0.81	-0.14	2.28	4.2	3.35	4.26	4.69	5.36	4.24	1.6	2.52	1.79	-0.13	0.45	0.56	0.11	-0.24	-1.2	-0.65	-1.44	1.83
365	1	1.49	1.97	-0.15	0.41	0.03	1.19	2.65	3.48	3.36	6.44	6.76	3.25	4.26	0.16	0.88	1.98	0.59	0	-0.09	1.86	1.47
366	1	0.44	1.91	-0.8	1.39	2.03	3.46	3.54	3.94	3.84	2.33	2.63	4.18	1.36	1.85	0.19	-0.06	0.15	0.72	0.13	-1.82	0.37
367	1	0.14	0.19	-0.19	0.65	2.01	2.34	4.12	1.33	3.46	4.17	5.29	3.2	4.01	2.8	2.71	1.07	-0.91	0.07	0.82	0.21	-0.6
368	1	0.79	0.97	2.53	2.45	3.64	4.8	3.87	4.78	3.65	1.66	2.04	1.08	1.01	1.54	0.68	-0.58	-0.05	-1.12	0.99	-1.53	-0.65
369	1	-1.81	1.13	1.23	0.66	1.57	1.92	4.73	3.6	3.5	2.65	2.23	4.32	0.96	1.37	-0.53	0.9	-0.02	-0.72	-1.47	1	-0.77
370	1	1.76	-0.75	1.38	2.19	0.37	4.26	4.08	4.65	3.83	4.85	4.13	2.53	3.28	2.59	2.41	-0.6	0.75	-0.07	0.6	-0.33	0.26
371	1	1.2	-0.78	0.92	3.02	1.71	3.42	3.91	2.37	3.47	2.41	2.31	1.32	1.17	1.65	1.03	0.33	0.3	0.11	0.07	-0.56	-0.51
372	1	-0.99	0.11	3.23	2.31	1.81	4.27	5.49	6.16	3.9	3.26	1.54	2.27	2.12	0.44	-0.4	-0.42	1.24	-1.61	-0.75	0.63	0.16
373	1	-0.68	0.62	2.17	1.31	2.38	2.68	3.94	2.98	5.45	3.07	4.87	3.62	1.01	0.93	2.46	-1.02	-0.19	-0.5	-0.36	0.87	-1.73
374	1	2.3	-0.16	2.86	1.94	3.03	3.22	4.58	4.81	4.07	4.51	3.89	1.72	4.72	1.25	2.49	1.38	-0.51	-0.91	0.44	-1.7	0.24
375	1	-0.5	-0.77	3.47	2.56	2.23	3.42	2.94	4.92	4.92	4.85	5.31	2.31	3.28	0.79	0.07	2.13	0.48	-1.53	-1.14	-0.35	-0.47
376	1	0.4	-1.1	-0.14	0.91	2.54	0.05	3.02	3.24	4.21	4.91	5.51	4.69	2.52	0.62	1.95	-0.25	1.77	-1.07	-0.55	0.62	2.04
377	1	0.16	-1.53	0.83	-0.47	3.42	1.48	1.77	2.76	4.35	4	4.41	5.03	4.93	3.22	1.41	0.54	-0.21	0.27	0.23	0.61	0.78
378	1	1.8	2.14	1.7	3.96	4.01	4.51	4.43	3.86	5.34	3.99	4.1	1.96	-0.8	-0.57	-0.69	-0.69	-1.44	0.87	1.54	-2.18	-1.5
379	1	-0.74	1.32	1.1	3.35	1.51	2.27	4.85	3.96	3.4	3.79	3.66	4.06	2.79	0.86	1.3	0.68	-0.55	0.76	-0.03	-0.38	-1.68
380	1	1.56	0.34	0.72	0.89	1.44	1.85	2.43	3.77	3.95	3.16	4.75	4.01	3.2	2.12	2.65	1.1	0.21	-0.93	0.56	1.13	-1.24
381	1	-1.21	1.69	1.48	2.26	2.66	4.66	6.43	5.2	3.66	2.94	1.26	1.32	-0.93	0.62	-0.19	0.77	-1.32	2.08	0.48	1.48	0.77
382	1	0.65	0.25	1.43	2.58	4.31	3.52	3.13	4.98	2.91	3.64	3.2	2.68	0.64	2.07	1.28	1.12	0.13	1.01	0.09	0.45	1.88
383	1	-0.97	1.48	2.7	2.17	4.62	4.21	5.94	1.95	3.41	4.52	2.88	2.71	3.06	2.21	-0.42	0.57	-1.28	0.97	-1.46	0.53	0.53
384	1	0.86	1.01	1.04	1.64	0.37	2.77	2.45	4.48	2.92	4.11	3.82	4.56	3.34	1.95	1.29	-0.25	1.61	0.4	0.53	-0.61	-0.86
385	1	-0.1	0.73	0.1	1.25	1.96	4.46	4.93	2.42	4.23	3.5	2.61	1.63	1.1	-0.66	-2.28	0.3	-0.97	1.57	-0.03	-1.75	0.18
386	1	-1.09	-0.07	0.29	1.71	0.61	1.68	3.07	4.16	3.4	5.47	4.08	2.31	4.07	1.85	1.23	-0.74	0.45	-1.09	-0.3	0.84	-0.02
387	1	-1.22	0.14	1.44	1.02	1	2.85	3.55	5.09	3.41	3.72	5.35	3.83	0.89	0.1	2.36	0.81	-0.18	-1.27	-0.85	-1.51	1.11
388	1	1.41	-0.3	-0.59	1.01	0.7	3.12	2.23	3.99	6.42	4.28	5.25	4.73	3.65	2.08	2.09	0.66	-0.45	2.33	-1.52	-0.69	-0.08
389	1	-1.3	0	-0.02	-0.35	0.74	1.53	4.47	5.31	2.54	4.85	4.66	5.58	1.47	0.75	1.49	0.43	0.19	-1.22	2.03	-1.35	-0.92
390	1	-2.2	-0.9	1.63	3.33	3.58	4.28	5.57	5.47	3	6.07	3.64	2.19	-1.06	0.53	1.78	0.9	1.18	1.2	2.23	0.32	2.14
391	1	1.75	-0.45	-0.02	1.75	2.18	1.77	3.79	4	4.62	4.02	1.35	2.71	2.17	2.55	-1.7	0.27	0.66	0.6	0.51	-0.69	-0.2
392	1	1.76	0.42	0.08	-1.12	-0.65	2.14	1.24	3.19	3.36	4.09	4.37	3.2	3.4	2.58	2.92	1.63	0.79	0.8	0.81	-2.52	-1.15
393	1	1.56	-1.24	2.88	4.35	3.63	4.87	7.66	5.29	2.64	3.51	2.96	2.14	2.04	0.67	-0.53	1.3	-0.95	-1.09	0.05	-0.33	-1.18
394	1	-1.15	2.43	-0.69	0.44	1.07	2.08	4.74	3.41	3.48	4.75	3.7	3.6	2.64	3.48	0.41	1.11	0.84	0.97	0.4	0.5	0.9
395	1	-0.93	0.99	3.07	2.22	4.12	5.32	5.1	4.26	6.06	3.67	2.38	-0.73	-0.73	-1.79	0.11	0.93	-0.66	-0.17	-0.42	0.27	-0.06
396	1	1.64	-0.49	2.18	1.5	4.45	6.35	4.07	3.36	5.1	2.8	2.16	1.23	1.77	2.55	0.45	-0.74	0.08	0.72	0.12	0.1	0.08
397	1	-0.26	0.68	2.29	2.37	3.18	5.65	5.39	4.87	3.85	2.8	2.28	0.63	0.59	0.69	-0.98	-0.79	0.84	-0.44	-1.41	-0.19	-1.09
398	1	1.31	1.36	0.27	2.05	3.74	3.63	4.33	5.01	4.15	4.19	5.45	3.82	2.79	3.03	2.06	1.51	0.74	1.6	0.79	-1.67	1.28
399	1	-1.03	1.31	2.55	2.31	2.28	2.57	3.2	2.62	4.43	4.82	4.35	3.81	3.19	2.29	1.02	0.83	1.84	1.37	1.95	-0.88	-0.04
400	1	0.02	-1.25	0.65	0.76	0.85	2.03	2.62	4.66	3.51	3.82	3.59	4.2	3.24	3.1	2.92	0.45	0.97	0.31	0.81	-0.92	0
401	2	0.93	-2.25	-0.81	-1.34	-0.04	0.34	2.28	2.68	4.29	3.34	7.43	4.76	4.08	3.42	2.01	1.71	0.25	2.81	-0.58	1.9	0.25
402	2	-1.45	-0.12	-0.35	-0.57	-1.08	1.02	-1.39	0.17	0.95	1.04	3.79	3.31	5.43	3.34	5.19	4.91	3.39	2.38	1.84	0.79	-0.06
403	2	0.74	-0.91	0.78	0.24	0.09	0.57	2.84	3.3	3.41	5.42	6.83	4.31	4.9	3.28	3.55	0.13	0.42	-1.68	0.53	-0.45	-1.07
404	2	0.29	0.31	-0.31	-0.5	0.02	1.58	0.8	0.49	4.47	2.81	4.3	3.42	3.29	4.42	3.66	3.47	3.21	2.74	0.46	1.49	1.32
405	2	-0.02	-0.12	0.8	0.25	1.81	0.02	1.17	2.9	1.92	2.16	6.04	7.24	2.55	0.44	3.14	-0.27	1.49	2.64	3.37	0.35	0.13
406	2	-0.5	0.07	-0.74	0.94	0.44	1.54	2.56	3.81	3.28	3.49	6.08	5.9	3.18	2.58	4.08	2.33	1.58	-0.53	-0.41	0.21	1.26
407	2	0.88	-0.55	-0.89	1.06	-1.4	-0.5	4.47	0.57	2.05	5.45	2.68	4.43	3.36	2.63	2.74	2.43	0.72	1.14	0.93	0.38	-0.84
408	2	-0.03	1.51	1.33	-0.08	-1.2	0.91	2.16	3.48	4.21	4.4	6.02	5.73	4.52	4.24	0.63	-0.7	-0.9	-0.06	0.15	-0.89	1.09
409	2	0.29	0.86	-0.57	1.09	-1.02	0.8	1.89	2.84	1.56	4.02	3.32	4.44	4.41	5.89	3.52	2.68	1.49	-0.23	0.08	-0.29	0.18
410	2	2.09	-0.24	0.24	-1.01	-1.74	2.75	0.89	0.37	2.97	0.78	2.36	3.66	4.14	4.34	3.36	3.26	2.33	0.41	0.48	1.84	0.45
411	2	2	-0.73	-0.26	0.62	-1.5	0.05	0.97	1.55	3.19	4.47	4.1	5.12	3.7	4.31	3.85	0.75	2.87	0.1	-0.42	-1.2	-0.79
412	2	-0.04	-0.52	-0.81	1.88	0.55	1.05	1.41	1.8	4.53	4.21	6.1	4.3	4.46	2.94	1.93	2.75	0.71	1.03	0.29	-0.06	-0.63
413	2	-0.13	1.19	0.11	1.43	1.21	0.39	-0.36	2.1	2.66	2.32	4.95	4.66	3.97	3.01	2.64	1.99	1.49	-0.19	0.43	-1.18	1.69
414	2	0.13	-0.65	0.43	-0.55	0.07	-0.29	1.58	2.11	3.08	3.9	3.87	5.56	5.02	5.97	2.79	4.51	3.22	0.57	1.44	0.02	-0.57
415	2	1.34	0.42	0.02	0.01	1.12	2.1	1.7	3.11	2.27	3.41	3.73	5.24	4.54	2.33	3.39	2.68	1.53	-0.33	2.78	-0.34	-1.26
416	2	-1.25	0.91	-0.72	-1.3	-0.39	1.72	1.96	2.67	2.59	3.76	4.48	5.11	4.52	4.7	2.29	1.26	1.6	0.41	-0.63	-2.24	0.42
417	2	0.31	0.66	2.88	0.33	1.47	0.66	0.41	2.68	4.57	6.77	5.97	4.51	4.16	1.94	1.97	2.03	0.26	0.62	-0.61	-1.45	0.42
418	2	-1.1	2.06	1.04	1.33	-0.44	0.42	1.75	1.94	2.61	4.72	3.86	6.89	3.46	4.22	1.34	2.02	0.69	0.08	-0.66	-1.68	0.35
419	2	0.09	-0.79	-0.39	-0.67	-0.26	-0.12	1.26	2.58	1.82	5.44	6.08	4.33	4.65	3.28	3.92	0.12	-1.45	1.8	0.12	1.98	0.9
420	2	-0.28	0.41	1.34	1.15	-0.02	0.11	3.12	3.41	4.46	4.87	5.86	5.02	4.55	1.77	3.17	2.41	1.49	1.47	-0.25	-1.12	-2.04
421	2	-0.44	1.09	-1.21	-1.52	0.21	0.35	2.46	0.86	4.01	3.55	5.91	5.18	5.58	5.07	1.75	1.78	2.74	-1.1	1.06	0.26	0.19
422	2	1.96	0.83	-0.85	-1.89	0.06	0.46	1.04	1.88	-0.47	0.7	2	3.02	3.9	4.77	5.13	3.6	3.25	1.64	4.34	1.34	0.08
423	2	1.31	-1.72	2.44	-0.5	-1.88	0.32	3.32	1.45	2.73	2.5	4.11	4.59	4.85	4.39	3.16	2.23	-1.07	2.12	-0.31	1.37	0.42
424	2	0.26	-0.74	1.38	1.58	1.94	-0.31	-1.08	-0.47	-0.13	0.86	2.09	3.04	2.71	4.34	2.86	4.18	1.56	2.41	1.42	1.66	0.3
425	2	-2.28	0.82	0.77	-0.13	0.51	0.21	-0.97	0.76	1.42	2.01	3.6	2.69	4.71	4.1	5.61	4.19	4.27	2.95	-0.04	3.18	-1.13
426	2	0.73	-0.61	-0.13	-1.1	1.26	-0.64	2.26	0.34	2.53	0.47	4.17	4.27	3.08	4.7	5	2.29	1.31	1.95	2.1	1.67	-2.92
427	2	0.63	-1.47	0.43	1.15	-1.4	0.99	-1.68	0.55	-0.8	1.28	2.54	3.46	4.52	3.74	7.1	5.16	3.36	4.69	2	3.15	-0.09
428	2	-0.96	1.18	0.81	0.82	-0.09	1.2	0.18	1.71	3.69	3.52	5.04	4.56	2.97	2.43	4.43	3.37	-0.37	0.57	2.92	-1	-1.17
429	2	-0.28	0.43	-1.54	-1.71	0.04	-0.39	-0.67	1.57	3.8	5.03	3.28	3.43	4.26	2.05	2.71	1.88	0.93	3.39	0.05	-2.41	-0.84
430	2	0.39	1.54	0.56	1.62	0.35	0.96	1.25	2.34	2.23	0.94	3.2	2.1	3.74	3.91	5.5	2.52	1.55	1.88	2.2	0.58	-1.92
431	2	0.41	-0.37	1.47	-0.43	-2.03	1.65	0.28	2.67	0.89	2.35	5.06	3.74	3.56	5.56	5.96	2.9	2.91	0.84	1.21	1.3	-0.18
432	2	-1.92	-1.45	0.23	0.32	0.24	1.16	0.89	0.84	1.7	0.55	1.53	3.32	4.2	4.87	6.08	6.12	5.23	2.43	2.66	0.12	1.25
433	2	-0.12	-0.42	0.05	1.01	-1.16	2.51	1.95	2.42	4.78	6.56	7.24	5.6	4.71	3.71	1.8	0.76	1.36	0.27	2.11	0.57	-0.75
434	2	-0.03	-0.11	1.5	0.9	-0.92	0.6	0.27	0.1	0.63	4.3	3.73	2.52	4.64	4.88	5.77	3.51	4.47	1.56	2.11	0.43	0.49
435	2	1.69	-0.17	-0.3	-0.1	0.52	0.78	2.18	2.45	1.71	5.15	5.76	4.23	4.63	2.15	3.3	0.94	-0.14	0.48	-0.77	2.19	-0.43
436	2	-0.46	2.32	0.88	0.12	-0.93	1.94	-0.82	0.7	1.62	0.9	2.1	1.04	4.43	5.6	5.05	2.13	2.49	2.75	2.08	0	0.01
437	2	-0.31	-0.48	-0.87	-0.77	-2.04	0.21	-0.44	0.73	0.6	0.53	1.79	3.07	3.7	2.85	4.29	4.11	2.81	2.04	1.2	-0.73	-0.43
438	2	1.28	-0.27	0.69	-0.69	-0.46	-0.26	2.52	1.19	0.09	1.5	1.58	4.83	2.59	3.93	5.06	4.98	2.58	3.86	3.35	0.62	-0.22
439	2	-1.2	-1.5	-0.21	0.63	-1.02	-0.13	3.06	2.88	2.73	3.12	7.77	3.47	3.78	3.4	3.36	1.34	1.98	1.44	-0.01	-0.31	-0.86
440	2	1.01	-0.47	-1.45	-1.51	-0.11	0.61	0.19	2.03	2.35	3.79	5.1	4.23	4.72	3.72	2.38	3.21	1.34	-0.26	1.1	0.74	-1.49
441	2	-1.59	-0.43	-1.02	-0.53	-1.36	2.24	1.99	1.81	3.82	5.25	6.05	1.19	4.01	4.21	2.65	2.79	-1.4	0.36	-1.05	0.73	1.26
442	2	1.04	-0.41	-2.07	0.87	1.94	-0.2	-1.33	-0.59	-0.9	-0.54	2.62	2.44	4.43	3.85	6.43	4.55	4.38	2.9	1.68	-1.64	1.16
443	2	0.91	-1.12	0.57	0.56	-1.52	-0.98	3.59	3.37	2.56	4.2	4.43	4.65	4.13	3.08	3.1	1.29	0.51	-0.2	-0.29	1.4	-1.58
444	2	1.19	-0.64	1.03	-3.84	-0.32	0.55	0.75	3.76	3.23	3.72	4.78	6.18	2.06	3.16	3.66	2.71	1.02	1.26	0.36	0.49	-1.27
445	2	-0.33	-0.83	0.61	-1.35	0	2.08	2.16	0.35	2.36	2.27	5.12	4.89	3.54	3.51	3.97	2.36	1.81	0.6	-0.24	0.91	0.46
446	2	-1.16	-1.11	0.11	-1.09	0.94	1.25	1.37	1.67	4.82	3.88	4.33	6.84	3.29	2.91	3.5	0.82	0	0.4	-0.04	-1.73	-0.06
447	2	0.32	1.06	0.3	-1.71	1.41	-0.56	1.94	1.4	1.45	4.67	5.08	4.45	3.07	3.88	2.55	2.11	1.63	0.66	0.82	0.9	0.79
448	2	1	0.02	0.21	0.38	-0.46	1.64	1.11	1.14	2.88	3.26	3.4	3.25	5.63	4.96	6.37	5.25	1.26	3.57	3.14	1.73	-0.5
449	2	0.5	-1.82	-1.3	-1.3	0.68	-1.85	1.55	-0.04	1.85	3.88	2.31	3.06	2.61	4.2	3.85	5.19	1.77	1.16	3.02	-0.44	-1.33
450	2	0.11	0.97	-0.48	1.9	-1.16	0.98	0.29	2.48	3.78	3.17	5.03	5.01	2.23	3.48	2.76	3.47	1.64	1.82	1.46	3.19	-1.59
451	2	-1.07	1.22	0.02	0.34	0	0.3	1.61	1.06	1.98	3.11	4.97	3.64	4.34	3.98	3.89	3.49	1.67	1.48	-0.14	1.71	-1.38
452	2	-0.41	1.12	0.81	-1.26	0.08	0.74	2.03	1.56	2.08	4.22	3.49	3.24	3.73	4.22	1.99	2.31	1.12	-1.05	1.11	0.45	0.23
453	2	-1.38	-0.17	-0.06	0.34	-0.66	0.59	1.84	2.23	4.46	5.68	4.9	5.29	2.83	3.64	1.9	0.77	0.35	1.88	-0.39	0.39	-1.19
454	2	1.31	-0.28	2.08	1.26	1.77	-1	1.42	1.74	3.88	2.3	2.79	3.86	4.18	3.58	1.49	0.92	1.97	1.26	0.59	-0.22	-0.05
455	2	-0.78	-1.16	-0.37	0.51	0.1	-0.02	0.42	0.19	0.37	2.29	2.51	3.16	5.02	3.5	5.77	4.56	3.1	3.56	0.67	1.73	0.58
